words,count_2005,count_2006,count_2007,count_2008,count_2009,count_2010,count_2011,count_2012,count_2013,count_2014,count_2015,count_2016
fitting,,,,,,,1.0,,,,,
reversible,,,,,,,1.0,,,,1.0,
theta-mrf,,,,,,,1.0,,,,,
density-ratio,,,,,,,1.0,,,,,
capturing,,,,,,,1.0,,,1.0,,
crowdclustering,,,,,,,1.0,,,,,
impact,,,,,,,1.0,,,,,
differentially,,,,,,,1.0,3.0,1.0,1.0,2.0,
rounding,,,,,,,1.0,,1.0,,,1.0
multiplayer,,,,,,,1.0,,,,,
fully,,,,,,,1.0,1.0,,,,2.0
connected,,,,,,,1.0,,,,,
borrowing,,,,,,,1.0,,,,,
trade-off,,,,,,,1.0,,,,,1.0
precis,,,,,,,1.0,,,,,
stitching,,,,,,,1.0,,,,,
non-maximum,,,,,,,1.0,,,,,
video,,,,,,,1.0,2.0,,2.0,1.0,3.0
u-processes,,,,,,,1.0,,,,,
halfspaces,,,,,,,1.0,1.0,1.0,,,
homeostatic,,,,,,,1.0,1.0,,,,
diverse,,,,,,,1.0,1.0,,3.0,2.0,2.0
measurement,,,,,,,1.0,,,,,
speaker-specific,,,,,,,1.0,,,,,
siamese,,,,,,,1.0,,,,,
questionnaire,,,,,,,1.0,,,,,
indoor,,,,,,,1.0,,,,,
chimeric,,,,,,,1.0,,,,,
creatures,,,,,,,1.0,,,,,
progression,,,,,,,1.0,1.0,,,1.0,
action-gap,,,,,,,1.0,,,,,
fully-observed,,,,,,,1.0,,,,,
column-wise,,,,,,,1.0,,,,,
ion,,,,,,,1.0,,,,,
voltage,,,,,,,1.0,,,,,
ibp,,,,,,,1.0,,,,,
microrna,,,,,,,1.0,,,,,
side-observations,,,,,,,1.0,,,,,
million,,,,,,,1.0,,1.0,,,
captioned,,,,,,,1.0,,,,,
photographs,,,,,,,1.0,,,,,
nonstandard,,,,,,,1.0,,,,,
interpretations,,,,,,,1.0,,,,,
shareboost,,,,,,,1.0,,,,,
dendrites,,,,,,,1.0,1.0,,,,
powerful,,,,,,,1.0,,,,,1.0
replacement,,,,,,,1.0,,,,,
1,,,,,,,1.0,,,,,
im2text,,,,,,,1.0,,,,,
sgd,,,,,,,1.0,,,,3.0,
extractions,,,,,,,1.0,,,,,
genre,,,,,,,1.0,,,,,
sparcs,,,,,,,1.0,,,,,
concurrent,,,,,,,1.0,,,,,
divide-and-conquer,,,,,,,1.0,1.0,,1.0,,
stochastic-duration,,,,,,,1.0,,,,,
cover,,,,,,,1.0,,1.0,,4.0,2.0
lateral,,,,,,,1.0,,,,,
beating,,,,,,,1.0,,,,,1.0
partitioning,,,,,,,1.0,3.0,2.0,2.0,3.0,1.0
hardness,,,,,,,1.0,,,1.0,,2.0
portmanteau,,,,,,,1.0,,,,,
vocabularies,,,,,,,1.0,,,,,
multi-cue,,,,,,,1.0,,,,,
palimpsest,,,,,,,1.0,,,,,
completeness,,,,,,,1.0,,,1.0,,
first-order,,,,,,,1.0,,1.0,,1.0,2.0
personal,,,,,,,1.0,,,,,
choices,,,,,,,1.0,,,,,
memories,,,,,,,1.0,,1.0,1.0,,
retrieving,,,,,,,1.0,,,,,
stratified,,,,,,,1.0,1.0,,,,
l1-filtering,,,,,,,1.0,,,,,
block-sparse,,,,,,,1.0,,,,,
multilinear,,,,,,,1.0,,1.0,,,
macro-actions,,,,,,,1.0,,,,,1.0
distinct,,,,,,,1.0,,,,,
roles,,,,,,,1.0,,,,,
familiarity,,,,,,,1.0,,,,,
maxims,,,,,,,1.0,,,,,
hogwild,,,,,,,1.0,,1.0,,,
pooling,,,,,,,1.0,,,,,
reconstructing,,,,,,,1.0,,,,,1.0
autoencoders,,,,,,,1.0,1.0,,2.0,1.0,2.0
paraphrase,,,,,,,1.0,,,,,
preferences,,,,,,,1.0,1.0,1.0,,1.0,
almost,,,,,,,1.0,,,,,
fragmentation-coagulation,,,,,,,1.0,1.0,,,,
adapts,,,,,,,1.0,,,,,
lock-free,,,,,,,1.0,,,,,
separates,,,,,,,1.0,,,,,
unbelievable,,,,,,,1.0,,,,,
reflectance,,,,,,,1.0,,,,,
predict,,,,,,,1.0,,,,1.0,
chemical,,,,,,,1.0,,1.0,,,
reactions,,,,,,,1.0,,,,,
trials,,,,,,,1.0,1.0,,,,
variations,,,,,,,1.0,,,1.0,,
grice's,,,,,,,1.0,,,,,
amplitude,,,,,,,1.0,,,,,
demodulation,,,,,,,1.0,,,,,
laplacian-type,,,,,,,1.0,,,,,
eigenvectors,,,,,,,1.0,1.0,,,,
passive,,,,,,,1.0,,,,,
inverting,,,,,,,1.0,,1.0,,,
skeletonization,,,,,,,1.0,,,,,
hard,,,,,,,1.0,,,2.0,1.0,2.0
reeb,,,,,,,1.0,,,,,
financial,,,,,,,1.0,,1.0,,,
trends,,,,,,,1.0,,,,,1.0
cliques,,,,,,,1.0,,,,,
satisfy,,,,,,,1.0,,,,,
structurally,,,,,,,1.0,,,,,
newtron,,,,,,,1.0,,,,,
bimodal,,,,,,,1.0,,,,,
proximal,,,,,,,,3.0,3.0,4.0,2.0,2.0
multilabel,,,,,,,,3.0,1.0,1.0,2.0,
elastic,,,,,,,,2.0,,,1.0,
multiresolution,,,,,,,,2.0,,,,
minimizing,,,,,,,,2.0,1.0,,,3.0
simplex,,,,,,,,2.0,1.0,,,
neurally,,,,,,,,2.0,,,,
autoregressive,,,,,,,,2.0,1.0,1.0,,1.0
wavelet,,,,,,,,2.0,,,,
multimodal,,,,,,,,2.0,1.0,2.0,,2.0
multi-scale,,,,,,,,2.0,,3.0,,
transelliptical,,,,,,,,2.0,,,,
implications,,,,,,,,2.0,,,,
time-series,,,,,,,,2.0,,1.0,,
nonparanormal,,,,,,,,2.0,,,,
nonconvex,,,,,,,,2.0,,2.0,3.0,4.0
systematic,,,,,,,,1.0,,,,
discrimax,,,,,,,,1.0,,,,
mca,,,,,,,,1.0,,,,
l_p,,,,,,,,1.0,,,,
l1-dictionary,,,,,,,,1.0,,,,
communities,,,,,,,,1.0,1.0,,1.0,1.0
completely,,,,,,,,1.0,,,,1.0
hyper-time,,,,,,,,1.0,,,,
kernel-weighted,,,,,,,,1.0,,,,
spike-and-slab,,,,,,,,1.0,,,,1.0
solvers,,,,,,,,1.0,,1.0,,
fenchel-young,,,,,,,,1.0,,,,
margins,,,,,,,,1.0,,,,
dip-means,,,,,,,,1.0,,,,
operator-valued,,,,,,,,1.0,,,,
17,,,,,,,,1.0,,,,
topographic,,,,,,,,1.0,,,,
mtl,,,,,,,,1.0,,,,
release,,,,,,,,1.0,,,,
auctions,,,,,,,,1.0,1.0,2.0,1.0,
multi-unit,,,,,,,,1.0,,,,
demand,,,,,,,,1.0,,,,1.0
go/nogo,,,,,,,,1.0,,,,
paradigm,,,,,,,,1.0,1.0,,,
negative-binomial,,,,,,,,1.0,,,,
parts-based,,,,,,,,1.0,,,,
counterfactual,,,,,,,,1.0,,,1.0,
player,,,,,,,,1.0,,,,
repulsive,,,,,,,,1.0,,,,
meta-gaussian,,,,,,,,1.0,,,,
k-nearest,,,,,,,,1.0,1.0,,,
communication/computation,,,,,,,,1.0,,,,
consensus-based,,,,,,,,1.0,,,,
coloured,,,,,,,,1.0,,,,
super-bit,,,,,,,,1.0,,,,
fiedler,,,,,,,,1.0,,,,
loss-compositional,,,,,,,,1.0,,,,
produce,,,,,,,,1.0,,,,
outputs,,,,,,,,1.0,,,1.0,
mixing,,,,,,,,1.0,1.0,1.0,3.0,1.0
unbounded,,,,,,,,1.0,,1.0,1.0,
homology,,,,,,,,1.0,,,,
attempts,,,,,,,,1.0,,,,
utility,,,,,,,,1.0,1.0,,,
infinite-horizon,,,,,,,,1.0,,,1.0,
spike-coding,,,,,,,,1.0,,,,
log-supermodular,,,,,,,,1.0,,,,1.0
column,,,,,,,,1.0,1.0,,1.0,
suicide,,,,,,,,1.0,,,,
expansion,,,,,,,,1.0,,,,
homogeneous,,,,,,,,1.0,,,1.0,
piecewise,,,,,,,,1.0,,,,1.0
inverses,,,,,,,,1.0,1.0,,,
concavely,,,,,,,,1.0,,,,
parameterized,,,,,,,,1.0,,,,
nervous,,,,,,,,1.0,,,,
strategic,,,,,,,,1.0,1.0,3.0,1.0,4.0
impatience,,,,,,,,1.0,,,,
forced-choice,,,,,,,,1.0,,,,
triangular,,,,,,,,1.0,,,,
---,,,,,,,,1.0,,,,
emulation,,,,,,,,1.0,,,,
relax,,,,,,,,1.0,,1.0,,
randomize,,,,,,,,1.0,,,,
hardware,,,,,,,,1.0,,,,
mean-approximation,,,,,,,,1.0,,,,
mechanistic,,,,,,,,1.0,,,,
quadrature,,,,,,,,1.0,,1.0,1.0,1.0
subtracting,,,,,,,,1.0,,,,
deformations,,,,,,,,1.0,,,,
parts,,,,,,,,1.0,,,,
motion-based,,,,,,,,1.0,,,,
take,,,,,,,,1.0,1.0,,,
fpga,,,,,,,,1.0,,,,
argument,,,,,,,,1.0,,,,
n-choose-k,,,,,,,,1.0,,,,
absorbing,,,,,,,,1.0,,,,
walks,,,,,,,,1.0,,,1.0,
locating,,,,,,,,1.0,,,,
descriptor,,,,,,,,1.0,,,,
subunit,,,,,,,,1.0,,,1.0,
time-marginalized,,,,,,,,1.0,,,,
pedigree,,,,,,,,1.0,,,,
matrix-norm,,,,,,,,1.0,,,,
controlled,,,,,,,,1.0,,,,
submodular-bregman,,,,,,,,1.0,,,,
lovasz-bregman,,,,,,,,1.0,,,,
pipelines,,,,,,,,1.0,,,,
forging,,,,,,,,1.0,,,,
fine-grained,,,,,,,,1.0,,,,
imputation,,,,,,,,1.0,,1.0,,
distinguishability,,,,,,,,1.0,,,,
coincidence,,,,,,,,1.0,,,,
trajectory-based,,,,,,,,1.0,,,,
short-sighted,,,,,,,,1.0,,,,
profile,,,,,,,,1.0,,,,
aversion,,,,,,,,1.0,,,,
markets,,,,,,,,1.0,,,1.0,
risk-aversion,,,,,,,,1.0,,,,
confusion-based,,,,,,,,1.0,,,,
passive-aggressive,,,,,,,,1.0,,,,
cardinality,,,,,,,,1.0,,,,
chernoff,,,,,,,,1.0,,,,
coaching,,,,,,,,1.0,,,,
small-variance,,,,,,,,1.0,1.0,,,
multi-relational,,,,,,,,1.0,1.0,,,
estimations,,,,,,,,1.0,,,,
leveraging,,,,,,,,1.0,,,,1.0
multiple-output,,,,,,,,1.0,,,,
hamiltonian,,,,,,,,1.0,1.0,2.0,2.0,1.0
fixations,,,,,,,,1.0,,,,
microscopy,,,,,,,,1.0,,,,
pretrain,,,,,,,,1.0,,,,
concentration,,,,,,,,1.0,,1.0,,1.0
augment-and-conquer,,,,,,,,1.0,,,,
binomial,,,,,,,,1.0,,1.0,,
transferring,,,,,,,,1.0,,,,
multi-dimensional,,,,,,,,1.0,,,1.0,
ancestor,,,,,,,,1.0,,,,
dissimilarities,,,,,,,,1.0,,,,
reciprocating,,,,,,,,1.0,,,,
hawkes,,,,,,,,1.0,,,,
locally-biased,,,,,,,,1.0,,,,
pcfgs,,,,,,,,1.0,,,,
latent-variable,,,,,,,,1.0,,,,
learning-theoretic,,,,,,,,1.0,,,,
spike-timing,,,,,,,,1.0,,,,
k-flats,,,,,,,,1.0,,,,
pair-wise,,,,,,,,1.0,,,,
polynomial-time,,,,,,,,1.0,,,,
respect,,,,,,,,1.0,,,,
putting,,,,,,,,1.0,,,,
abstention,,,,,,,,1.0,,,,1.0
smoothing,,,,,,,,1.0,,1.0,1.0,3.0
electricity,,,,,,,,1.0,,,,
electron,,,,,,,,1.0,,,,
issue-adjusted,,,,,,,,1.0,,,,
legislative,,,,,,,,1.0,,,,
sat,,,,,,,,1.0,,,,
fastex,,,,,,,,1.0,,,,
topic-partitioned,,,,,,,,1.0,,,,
multinetwork,,,,,,,,1.0,,,,
membranes,,,,,,,,1.0,,,,
exemplars,,,,,,,,1.0,,,,
1-minimization,,,,,,,,1.0,,,,
mpe,,,,,,,,1.0,,,,
derivative-free,,,,,,,,1.0,,,,
object-selective,,,,,,,,1.0,,,,
burn-in,,,,,,,,1.0,,,,
anchoring,,,,,,,,1.0,,1.0,,
truly,,,,,,,,1.0,,,,
perspective,,,,,,,,1.0,,,1.0,2.0
entangled,,,,,,,,1.0,,,,
hyperalignment,,,,,,,,1.0,,,,
devices,,,,,,,,1.0,,,,
crowd,,,,,,,,1.0,,,,
timely,,,,,,,,1.0,,,,1.0
(npnbp),,,,,,,,1.0,,,,
auto-annotation,,,,,,,,1.0,,,,
zero-one,,,,,,,,1.0,,,,
time-accuracy,,,,,,,,1.0,,,,
max,,,,,,,,1.0,,,,
atomization,,,,,,,,1.0,,,,
optical,,,,,,,,1.0,1.0,,,
molecules,,,,,,,,1.0,,,,
context-sensitive,,,,,,,,1.0,1.0,,,
motor-task,,,,,,,,1.0,,,,
newton-type,,,,,,,,1.0,,,,
td-learning,,,,,,,,1.0,,,,
multi-criteria,,,,,,,,1.0,,,,
pareto,,,,,,,,1.0,1.0,,2.0,
button,,,,,,,,1.0,,,,
brain-controlled,,,,,,,,1.0,,,,
before,,,,,,,,1.0,,,,1.0
onset,,,,,,,,1.0,,,,
n,,,,,,,,1.0,,,,
intracranial,,,,,,,,1.0,,,,
top,,,,,,,,1.0,,1.0,,
energies,,,,,,,,1.0,,,1.0,
sample-based,,,,,,,,1.0,,,,
plan,,,,,,,,1.0,,,,
tree-like,,,,,,,,1.0,,,,
action-model,,,,,,,,1.0,,,,
hamming,,,,,,,,1.0,,1.0,1.0,
saturating,,,,,,,,1.0,,,,
expand,,,,,,,,1.0,,,,
capacity,,,,,,,,1.0,1.0,,,
delay,,,,,,,,1.0,,,,
compensation,,,,,,,,1.0,,,,
imagenet,,,,,,,,1.0,,,,
cameras,,,,,,,,1.0,,,,
vertex-cover,,,,,,,,1.0,,,,
head-mounted,,,,,,,,1.0,,,,
meets,,,,,,,,1.0,2.0,2.0,,2.0
truncation-free,,,,,,,,1.0,,,,
share,,,,,,,,1.0,,,,
(and,,,,,,,,1.0,,,,
feels,,,,,,,,1.0,,,,
regret),,,,,,,,1.0,,,,
exchangeable,,,,,,,,1.0,1.0,1.0,,
arrays,,,,,,,,1.0,,,,
augmented-svm,,,,,,,,1.0,,,,
self-similarity,,,,,,,,1.0,,,,
patient,,,,,,,,1.0,,,,1.0
conjugates,,,,,,,,1.0,,,,
cuboid,,,,,,,,1.0,,,,
polylog,,,,,,,,1.0,,,,
pivot,,,,,,,,1.0,,,,
steps,,,,,,,,1.0,,,,
architectures,,,,,,,,1.0,,1.0,,2.0
converter,,,,,,,,1.0,,,,
a-to-d,,,,,,,,1.0,,,,
noise-shaping,,,,,,,,1.0,,,,
exponents,,,,,,,,1.0,,,,
blinding,,,,,,,,1.0,,,,
superset,,,,,,,,1.0,,,,
ego,,,,,,,,1.0,,,,
majorization,,,,,,,,1.0,,,,
circles,,,,,,,,1.0,,,,
discover,,,,,,,,1.0,,1.0,,
discriminatively,,,,,,,,1.0,,,,
clinical,,,,,,,,1.0,,,,1.0
cluttered,,,,,,,,1.0,,,,
oversampling,,,,,,,,1.0,,,,
convolutional-recursive,,,,,,,,1.0,,,,
high-density,,,,,,,,1.0,,,,
kolmogorov-smirnov,,,,,,,,1.0,,,,
cuboids,,,,,,,,1.0,,,,
single-view,,,,,,,,1.0,,,,1.0
newton-like,,,,,,,,1.0,,,,
diff,,,,,,,,1.0,,,,
align,,,,,,,,1.0,,,,
scratch,,,,,,,,1.0,,,,
c.,,,,,,,,1.0,,,,
hospital-associated,,,,,,,,1.0,,,,
copulas,,,,,,,,1.0,1.0,,,1.0
only,,,,,,,,1.0,,,,1.0
density-difference,,,,,,,,1.0,,,,
discrete-state,,,,,,,,1.0,,,,
p300,,,,,,,,1.0,,,,
masses,,,,,,,,1.0,,,,
fourier,,,,,,,,1.0,,1.0,1.0,
instant,,,,,,,,1.0,,,,
spelling,,,,,,,,1.0,,,,
inpainting,,,,,,,,1.0,,,,
semiparametric,,,,,,,,1.0,,,,1.0
zero-order,,,,,,,,1.0,,,,
curiosity,,,,,,,,1.0,,,,
k-support,,,,,,,,1.0,,2.0,,
multi-index,,,,,,,,1.0,,,,
hypotheses,,,,,,,,1.0,1.0,,,
communication-efficient,,,,,,,,1.0,,1.0,,1.0
identifiability,,,,,,,,1.0,,1.0,,1.0
unmixing,,,,,,,,1.0,,,,
feature-aware,,,,,,,,1.0,,,,
neighborhood,,,,,,,,1.0,,1.0,,
fluctuations,,,,,,,,1.0,,,,
detectability,,,,,,,,1.0,,,1.0,
landscape,,,,,,,,1.0,,,,
cheeger,,,,,,,,1.0,,,,
co-subspace,,,,,,,,1.0,,,,
addition,,,,,,,,1.0,,,,
scaled,,,,,,,,1.0,,,,2.0
q-mkl,,,,,,,,1.0,,,,
matrix-induced,,,,,,,,1.0,,,,
multi-kernel,,,,,,,,1.0,,,,
waveform,,,,,,,,1.0,,,,
bifeo3,,,,,,,,1.0,,,,
memristive,,,,,,,,1.0,,,,
pathway,,,,,,,,1.0,,,,
scale-mixture,,,,,,,,1.0,,,,
spatiotemporal,,,,,,,,1.0,2.0,,1.0,1.0
dead,,,,,,,,1.0,,,,
dual-space,,,,,,,,1.0,,,,
sleep,,,,,,,,1.0,,,,
semi-crowdsourced,,,,,,,,1.0,,,,
mixability,,,,,,,,1.0,,1.0,,
generalised-linear,,,,,,,,1.0,,,,
proper,,,,,,,,1.0,,,,
smooth-projected,,,,,,,,1.0,,,,
node,,,,,,,,1.0,1.0,,,
leaf,,,,,,,,1.0,,,,
warped,,,,,,,,1.0,,,,
reduced,,,,,,,,1.0,,,2.0,
isotropic,,,,,,,,1.0,,,,
lifting,,,,,,,,1.0,,,,
resampling,,,,,,,,1.0,,,,
marginalized,,,,,,,,1.0,,,,
boosting-trick,,,,,,,,1.0,,,,
angular,,,,,,,,1.0,,,1.0,
quantization-based,,,,,,,,1.0,,,,
rank-differentiable,,,,,,,,1.0,,,,
subgraphs,,,,,,,,1.0,,,,
stagewise,,,,,,,,1.0,,,,
gender,,,,,,,,1.0,,,,
generic,,,,,,,,1.0,,2.0,,
lovasz,,,,,,,,1.0,1.0,,,
v-statistics,,,,,,,,1.0,,,,
thickness,,,,,,,,1.0,,,,
scale-free,,,,,,,,1.0,,,,
representer,,,,,,,,1.0,,,,
prioritization,,,,,,,,1.0,,,,
cprl,,,,,,,,1.0,,,,
provides,,,,,,,,1.0,,,,1.0
(non-)existence,,,,,,,,1.0,,,,
identify,,,,,,,,1.0,,,,
fused,,,,,,,,1.0,,,,
and-or,,,,,,,,1.0,1.0,,,
risk-sensitivity,,,,,,,,1.0,,,,
influences,,,,,,,,1.0,,,,
party,,,,,,,,1.0,,,,
cocktail,,,,,,,,1.0,,,,
split-merge,,,,,,,,1.0,,,,
phenotypic,,,,,,,,1.0,,,,
markers,,,,,,,,1.0,,,,1.0
progress,,,,,,,,1.0,,,,
empirically,,,,,,,,1.0,,,,
effective,,,,,,,,1.0,1.0,,,1.0
dropout,,,,,,,,,3.0,1.0,1.0,2.0
mapping,,,,,,,,,3.0,2.0,,1.0
associative,,,,,,,,,3.0,,1.0,1.0
satisfaction,,,,,,,,,2.0,,,
blockmodel,,,,,,,,,2.0,,,
regression-tree,,,,,,,,,2.0,,,
dataset,,,,,,,,,2.0,,1.0,1.0
solver,,,,,,,,,2.0,,,
decompositions,,,,,,,,,2.0,,1.0,1.0
a-posteriori,,,,,,,,,2.0,,,
tensors,,,,,,,,,2.0,1.0,1.0,
frontier,,,,,,,,,2.0,,1.0,
messages,,,,,,,,,2.0,,1.0,1.0
correlations,,,,,,,,,2.0,,,
big,,,,,,,,,2.0,,1.0,
one-shot,,,,,,,,,2.0,,,1.0
density-estimator,,,,,,,,,1.0,,,
contrastive,,,,,,,,,1.0,,,
reaction,,,,,,,,,1.0,,,
eluder,,,,,,,,,1.0,1.0,,
two-target,,,,,,,,,1.0,,,
bernoulli,,,,,,,,,1.0,,,
heterogeneous-neighborhood-based,,,,,,,,,1.0,,,
distributively,,,,,,,,,1.0,,,
noise-contrastive,,,,,,,,,1.0,,,
majorization-minimization,,,,,,,,,1.0,,,
buy-in-bulk,,,,,,,,,1.0,,,
infinite-armed,,,,,,,,,1.0,,,
prejudice,,,,,,,,,1.0,,,
questions,,,,,,,,,1.0,,1.0,
workers,,,,,,,,,1.0,,,
nuisances,,,,,,,,,1.0,,,
sinkhorn,,,,,,,,,1.0,,,
lightspeed,,,,,,,,,1.0,,,
clutter,,,,,,,,,1.0,,,1.0
entry-wise,,,,,,,,,1.0,,,
beholder,,,,,,,,,1.0,,,
eye-gaze,,,,,,,,,1.0,,,
error-minimizing,,,,,,,,,1.0,,,
speedup,,,,,,,,,1.0,,,1.0
predictors,,,,,,,,,1.0,1.0,1.0,
compete,,,,,,,,,1.0,,,
adversary,,,,,,,,,1.0,,,
black-scholes,,,,,,,,,1.0,,,
pricing,,,,,,,,,1.0,,,1.0
quartet,,,,,,,,,1.0,,,
real-valued,,,,,,,,,1.0,,,
rnade,,,,,,,,,1.0,,,
reproducing,,,,,,,,,1.0,,,1.0
map-optimality,,,,,,,,,1.0,,,
odd-sized,,,,,,,,,1.0,,,
cycles,,,,,,,,,1.0,,,
polar,,,,,,,,,1.0,,,
elliptical,,,,,,,,,1.0,,,
elements,,,,,,,,,1.0,,,1.0
shrinking,,,,,,,,,1.0,,,
topologies,,,,,,,,,1.0,,,
compression,,,,,,,,,1.0,1.0,,2.0
demixing,,,,,,,,,1.0,,,
odors,,,,,,,,,1.0,,,
olfaction,,,,,,,,,1.0,,,
identifiable,,,,,,,,,1.0,,,
tucker,,,,,,,,,1.0,,,
k-median,,,,,,,,,1.0,,,
massive,,,,,,,,,1.0,1.0,2.0,1.0
long-lived,,,,,,,,,1.0,,,
row,,,,,,,,,1.0,,,
marginals,,,,,,,,,1.0,1.0,1.0,
reveal,,,,,,,,,1.0,,,
your,,,,,,,,,1.0,,,
visual-semantic,,,,,,,,,1.0,,,
a*,,,,,,,,,1.0,1.0,,
devise,,,,,,,,,1.0,,,
entropy-rate,,,,,,,,,1.0,,,
embed,,,,,,,,,1.0,,1.0,
project,,,,,,,,,1.0,,,
ssc,,,,,,,,,1.0,,,
dec-pomdps,,,,,,,,,1.0,,,
pac-bayes-empirical-bernstein,,,,,,,,,1.0,,,
tree-based,,,,,,,,,1.0,,,
scanpaths,,,,,,,,,1.0,,,
lrr,,,,,,,,,1.0,,,
move,,,,,,,,,1.0,,,
explains,,,,,,,,,1.0,,,
iterated,,,,,,,,,1.0,,,
moment-based,,,,,,,,,1.0,,,
friends,,,,,,,,,1.0,,,
sketching,,,,,,,,,1.0,1.0,2.0,1.0
(more),,,,,,,,,1.0,,,
irrepresentability,,,,,,,,,1.0,,,
bellman,,,,,,,,,1.0,,,
heuristics,,,,,,,,,1.0,,1.0,1.0
asymmetry,,,,,,,,,1.0,,,
parallelism,,,,,,,,,1.0,,,
co-adaptation,,,,,,,,,1.0,,,
aspiration,,,,,,,,,1.0,,,
popularities,,,,,,,,,1.0,,,
demonstrations,,,,,,,,,1.0,,,
representational,,,,,,,,,1.0,,,1.0
pragmatic,,,,,,,,,1.0,,,
quic,,,,,,,,,1.0,1.0,,
anonymity,,,,,,,,,1.0,,,
b-matching,,,,,,,,,1.0,,,
coefficient,,,,,,,,,1.0,,,
ventral,,,,,,,,,1.0,,,
verification,,,,,,,,,1.0,,,1.0
predictable,,,,,,,,,1.0,,,
adaptivity,,,,,,,,,1.0,,,1.0
modular,,,,,,,,,1.0,,,
achieves,,,,,,,,,1.0,,,
similar,,,,,,,,,1.0,,,1.0
stream,,,,,,,,,1.0,,1.0,
simultaneously-recorded,,,,,,,,,1.0,,,
langevin,,,,,,,,,1.0,,2.0,1.0
phrases,,,,,,,,,1.0,,,
degree-corrected,,,,,,,,,1.0,,,
translating,,,,,,,,,1.0,,,
sign,,,,,,,,,1.0,,,
cross-spectral,,,,,,,,,1.0,,,
operators.,,,,,,,,,1.0,,,
definite,,,,,,,,,1.0,1.0,,
elliptically,,,,,,,,,1.0,,,
contoured,,,,,,,,,1.0,,,
cauchy,,,,,,,,,1.0,,,
chi-square,,,,,,,,,1.0,,,
unstructured,,,,,,,,,1.0,,,
k-prototype,,,,,,,,,1.0,,,
rigid,,,,,,,,,1.0,,,
instructional,,,,,,,,,1.0,,,
knapsack,,,,,,,,,1.0,,,
logistic-normal,,,,,,,,,1.0,,,
implement,,,,,,,,,1.0,,,
centered,,,,,,,,,1.0,,,
synthesizing,,,,,,,,,1.0,,,1.0
plans,,,,,,,,,1.0,,,
integrated,,,,,,,,,1.0,1.0,,1.0
non-factorized,,,,,,,,,1.0,,,
auxiliary-variable,,,,,,,,,1.0,,,
samplers,,,,,,,,,1.0,1.0,,1.0
opportunistic,,,,,,,,,1.0,,,
factored-action,,,,,,,,,1.0,,,
chosen,,,,,,,,,1.0,,,
restricting,,,,,,,,,1.0,,,
forgetful,,,,,,,,,1.0,,,
fantope,,,,,,,,,1.0,,,
grids,,,,,,,,,1.0,,,
method-of-moments,,,,,,,,,1.0,,,
(nearly),,,,,,,,,1.0,,,
myopic,,,,,,,,,1.0,,,
full-information,,,,,,,,,1.0,,,
settings,,,,,,,,,1.0,1.0,1.0,1.0
optimality,,,,,,,,,1.0,,1.0,1.0
moments,,,,,,,,,1.0,,,
prototypes,,,,,,,,,1.0,,,
behavioural,,,,,,,,,1.0,,,
reciprocally,,,,,,,,,1.0,,,
content-based,,,,,,,,,1.0,1.0,,
stability-based,,,,,,,,,1.0,,,
validation,,,,,,,,,1.0,,,
strong,,,,,,,,,1.0,2.0,2.0,
exponentiated,,,,,,,,,1.0,,,
synchronization,,,,,,,,,1.0,,,1.0
gaussian-markov,,,,,,,,,1.0,,,
subsampling,,,,,,,,,1.0,,,
full,,,,,,,,,1.0,,,
doubt,,,,,,,,,1.0,,,
swap,,,,,,,,,1.0,1.0,,
ridge,,,,,,,,,1.0,,2.0,
0-1,,,,,,,,,1.0,,,
solutions,,,,,,,,,1.0,,,2.0
uncertain,,,,,,,,,1.0,1.0,,
auto-encoders,,,,,,,,,1.0,,,
hadamard,,,,,,,,,1.0,,,
base,,,,,,,,,1.0,,,
cross-modal,,,,,,,,,1.0,,,
marginals-to-models,,,,,,,,,1.0,,,
reducibility,,,,,,,,,1.0,,,
prices,,,,,,,,,1.0,,,
buyers,,,,,,,,,1.0,2.0,1.0,1.0
geodesic,,,,,,,,,1.0,,1.0,1.0
intervals,,,,,,,,,1.0,,,
ml,,,,,,,,,1.0,,,
stale,,,,,,,,,1.0,,,1.0
non-exponential,,,,,,,,,1.0,,,
preconditioned,,,,,,,,,1.0,,1.0,
screening,,,,,,,,,1.0,2.0,2.0,2.0
bushy,,,,,,,,,1.0,,,
lexical,,,,,,,,,1.0,,,
three-variable,,,,,,,,,1.0,,,
memoized,,,,,,,,,1.0,,,
designed,,,,,,,,,1.0,,,
radar,,,,,,,,,1.0,,,
sub-cluster,,,,,,,,,1.0,1.0,,
multi-prediction,,,,,,,,,1.0,,,
circuit,,,,,,,,,1.0,,,1.0
prior-free,,,,,,,,,1.0,,,
prior-dependent,,,,,,,,,1.0,1.0,,
same,,,,,,,,,1.0,,,
recordings,,,,,,,,,1.0,1.0,,1.0
projecting,,,,,,,,,1.0,1.0,,
feedforward,,,,,,,,,1.0,1.0,,
univariate,,,,,,,,,1.0,,,1.0
splits,,,,,,,,,1.0,1.0,,
dp,,,,,,,,,1.0,,,
manipulators,,,,,,,,,1.0,,,
precision,,,,,,,,,1.0,2.0,,
higher,,,,,,,,,1.0,,,
snippet-matching,,,,,,,,,1.0,,,
us,,,,,,,,,1.0,,,
multi-factor,,,,,,,,,1.0,,,
nmf,,,,,,,,,1.0,,1.0,
outcome-dependent,,,,,,,,,1.0,,,
graphon,,,,,,,,,1.0,,1.0,
